id_hex,id,rom,name,kind,race,race_name,level,hp,f04,str,int,mag,vit,agi,luk,f0c,f0d,f0e,f11,f1a,f1c,skills,f30
0x079,121,0x0819f8d4,Nekomata,,18,Beast,20,83,46,4,7,8,5,9,6,127,51,00 01 07,6d0e1788ffff9e05b7,21,bb1e09a04022,1a6 18c 1b7 198,0000310ec30f2701f40fd70800000000000000000000
0x07a,122,0x0819f934,Cu Sith,,18,Beast,14,72,23,7,4,5,5,7,5,127,50,00 00 07,684513ffff3aff01b4,228,bb1509904003,184 01b 190 01b,0000310ec30f2701f40fd70800000000000000000000
0x07b,123,0x0819f994,Cait Sith,,18,Beast,12,47,26,5,5,7,4,6,3,127,50,00 00 07,6d2e1724ffff9e01b7,9,bb120aa04802,18a 19c 1a1 190 01b,0000310ec30f2701f40fd70800000000000000000000
0x07c,124,0x0819f9f4,Nyx,,19,Night,47,277,245,11,12,16,5,11,11,127,137,23 00 0a,13175810ff37ff0117,291,ac3d09512020,1a4 1bf 188 192,0000c30f810f9c07540a000000000000000000000000
0x07d,125,0x0819fa54,Vampire,,19,Night,35,294,149,14,8,13,8,8,2,127,71,16 00 08,132a6c5d4affff01f8,291,ac2e08613c11,1ce 17a 1cd 1aa 17d 17b,00004d0a9e096d01840e240a00000000000000000000
0x07e,126,0x0819fab4,Lilim,,19,Night,23,113,91,6,5,12,5,9,4,127,57,17 00 03,056c475dffff9e01e7,24,ac1e0a604022,1c4 1c4 1ba,00002c0f9b104601cf071f0100000000000000000000
0x07f,127,0x0819fb14,Nightmare,,19,Night,15,60,63,3,7,10,4,6,4,127,71,17 00 03,0c0d1314ffffff05e5,14,ac1409304002,1a3 17d 1a1 1bb 17b,00002c0f9b104601cf071f0100000000000000000000
0x080,128,0x0819fb74,Empusa,,19,Night,12,61,50,4,6,9,5,5,2,127,169,05 00 07,086d5b25ff3a9f00e7,11,ac1004704021,181 1cd 1b0 01b 18e,0000320b4e0805004d0a9e0900000000000000000000
0x081,129,0x0819fbd4,Alp,,19,Night,8,38,28,2,6,7,4,5,4,127,57,05 00 03,15161314ff319e00e5,6,ac0a09504822,17b 1c5 1b0,0000320b4e0805004d0a9e0900000000000000000000
0x082,130,0x0819fc34,Titan,,20,Jirae,44,618,91,19,8,9,12,7,7,127,32,00 00 05,7d847f7effffff01d7,61,bc420aa02800,19f 17c 198 01b 1cd,0000310ec30f2701f40fd70800000000000000000000
0x083,131,0x0819fc94,Ubelluris,,20,Jirae,34,494,46,17,6,5,14,6,5,127,0,00 00 04,827f7effffffff01c5,295,bb3305b13c00,17f 1b2 1c5 1c4,0000310ec30f2701f40fd70800000000000000000000
0x084,132,0x0819fcf4,Tsuchigumo,,20,Jirae,27,236,48,12,7,7,9,6,4,127,74,00 00 09,701b1487ff3dff06b6,297,bb2908a14000,19d 19a 189 1bc,0000310ec30f2701f40fd70800000000000000000000
0x085,133,0x0819fd54,Duergar,,20,Jirae,18,130,29,9,6,6,8,4,4,127,90,00 00 04,0c251b93ff23ff03b6,16,bb1b07b04000,1a2 1ce 180 1c5 185 01b,0000310ec30f2701f40fd70800000000000000000000
0x086,134,0x0819fdb4,Sudama,,20,Jirae,11,65,17,5,3,6,8,5,3,127,178,22 00 05,0e182521ff33ff00b4,226,bb1109c04000,192 199 1b7,0000c30f810f4601cf071f0100000000000000000000
0x087,135,0x0819fe14,Knocker,,20,Jirae,6,29,9,4,3,4,3,3,6,127,138,00 00 03,0c45242bff339e00bc,1,bc0605a07802,1a7 19c 184 01b,0000310ec30f2701f40fd70800000000000000000000
0x088,136,0x0819fe74,Titania,,21,Fairy,48,420,264,14,11,17,9,10,6,127,131,26 05 03,47440742ffff5401e7,299,bb4109a12022,19f 17c 198 01b 1a4 17b,0000c30f810f6d01840e240a00000000000000000000
0x089,137,0x0819fed4,Oberon,,21,Fairy,45,358,243,13,14,15,8,9,5,127,131,22 04 08,16170b29ffffff01d7,295,bb3d04912811,183 1b2 1c7 1cd,0000c30f810f4601cf071f0100000000000000000000
0x08a,138,0x0819ff34,Cu Chulainn,,21,Fairy,40,454,131,16,7,10,13,9,6,127,130,04 08 09,921c2418ffffff14d5,60,bb3603603011,188 01b 005 1ae 01b 1c4 1cd,0000eb0a61080500d50d61084601cf071f0100000000
0x08b,139,0x0819ff94,Nadja,,21,Fairy,30,227,120,10,10,11,9,6,4,127,3,22 00 0a,172f09363334ff02d0,255,bb2909804022,1a3 191 1bd,0000c30f810f4601cf071f0100000000000000000000
0x08c,140,0x0819fff4,Banshee,,21,Fairy,25,156,104,7,9,12,8,5,3,127,57,22 00 06,065b1319ffff5400b6,294,bb2209614020,1a9 1cd 190 01b,0000c30f810f4601cf071f0100000000000000000000
0x08d,141,0x081a0054,Dark Elf,,21,Fairy,18,81,57,8,8,8,4,6,4,127,83,22 00 07,0816130affff9f04b7,20,bb1804604021,199 01b 188 181 1c5 1ae,0000c30f810f4601cf071f0100000000000000000000
0x08e,142,0x081a00b4,Jack O'Lantern,,21,Fairy,13,48,28,4,6,5,4,7,5,127,34,1a 00 02,00010224ffff9f00b6,10,bb0f02604802,191 1bd 19c 188 1c3 1cd 198,cd01760632069c07540a000000000000000000000000
0x08f,143,0x081a0114,Jack Frost,,21,Fairy,12,53,30,5,4,6,4,5,5,127,34,2a 00 02,04050625ffff9f00b6,209,bb0e03704802,191 1bd 19c 188 1ae 1c7 192,a101dc0e6a089c07540a000000000000000000000000
0x090,144,0x081a0174,High Pixie,,21,Fairy,7,20,18,1,4,6,2,6,7,127,131,22 00 0f,162b083109ff9e00be,218,bc0709907821,1a8 17d 1ad 188 190 01b,0000c30f810f4601cf071f0100000000000000000000
0x091,145,0x081a01d4,Franken,,22,Demonoid,16,88,17,10,5,5,6,3,6,127,1,00 00 04,827effffffff9d01b7,16,ba1206404000,1ae 1c3 1cd 186 01b,0000310ec30f2701f40fd70800000000000000000000
0x092,146,0x081a0234,Demi-Nandi,,22,Demonoid,11,22,12,4,4,4,2,4,11,127,66,00 03 06,7d7e7fffffff9a00b1,232,ba0c06304003,1a0 1b8 1a3 1cd 1a0 17c,0000310ec30f2701f40fd70800000000000000000000
0x093,147,0x081a0294,Heracles,,22,Demonoid,7,20,9,5,4,4,2,4,5,127,129,00 00 03,0c8286ffffffff002c,3,190806003801,1b1 1c3 188 1c5 192,0000310ec30f2701f40fd70800000000000000000000
0x094,148,0x081a02f4,Slave,,22,Demonoid,6,23,0,4,3,3,6,3,5,127,81,00 03 01,8286ffffffff9f00b9,7,ba0706005000,192 1c6 17d 1ce,0000310ec30f2701f40fd70800000000000000000000
0x095,149,0x081a0354,Oracles,,22,Demonoid,3,8,7,1,4,4,2,2,5,127,65,00 00 05,081d1effffff9e002e,230,da0302003812,183 1c3 188 1c5 192,0000310ec30f2701f40fd70800000000000000000000
0x096,150,0x081a03b4,Spartan,,22,Demonoid,2,10,0,3,2,3,3,1,6,127,33,00 06 00,82ffffffffff9d002e,4,190206004001,192 1aa 1c5 198 1cd,0000310ec30f2701f40fd70800000000000000000000
0x097,151,0x081a0414,Agares,,23,Fallen,57,741,195,19,11,14,15,10,7,240,138,22 00 05,032a920fffffff0815,247,bb5302901812,17b 185 1c6 192,0000c30f810f4601cf071f0100000000000000000000
0x098,152,0x081a0474,Gaap,,23,Fallen,49,535,181,15,10,15,12,11,7,240,26,22 00 08,0f40174bffffff05e8,254,bb4b03802011,185 01b 1b0,0000c30f810f4601cf071f0100000000000000000000
0x099,153,0x081a04d4,Berith,,23,Fallen,41,473,101,17,8,9,12,8,6,240,18,1c 00 05,9215014dffffff07d6,58,bb3f04603012,1b2 1c4 192,0000760632069c07540a000000000000000000000000
0x09a,154,0x081a0534,Baphomet,,23,Fallen,37,298,145,9,12,15,10,5,4,240,42,22 00 03,165d172f983eff01c6,49,bb3909504011,1a9 1ae 182 1bb 19c 1a1,0000c30f810f4601cf071f0100000000000000000000
0x09b,155,0x081a0594,Eligor,,23,Fallen,29,259,57,12,6,7,10,8,5,240,34,05 00 07,0102489173ffff05c7,34,bb2d02504012,181 1c4 18d 01b 1c5,0000320b4e0805004d0a9e0900000000000000000000
0x09c,156,0x081a05f4,Betelgeuse,,23,Fallen,24,137,48,10,8,6,5,9,4,240,18,00 00 04,020145464dffff03b7,26,bb2505304001,1b2 19f 1c5 187 17f 192,0000310ec30f2701f40fd70800000000000000000000
0x09d,157,0x081a0654,Gagyson,,23,Fallen,15,62,35,5,6,8,5,5,4,240,58,00 00 03,08150a6dffffff02b5,296,bb1704514011,185 187 196 1cd,0000310ec30f2701f40fd70800000000000000000000
0x09e,158,0x081a06b4,Ukobach,,23,Fallen,10,30,22,4,5,7,3,4,5,240,42,1a 00 04,000222ffffffff00b9,7,bb0f02904001,17f 18c 1a9 188,0000760632066d019c07540a00000000000000000000
0x09f,159,0x081a0714,Yaksha,,24,Brute,46,611,125,21,6,10,12,10,6,240,40,1c 00 07,8d03092cff34ff0ce4,67,bc4a02a02012,1be 188 190 1bd,0000760632069c07540a000000000000000000000000
0x0a0,160,0x081a0774,Shuten Doji,,24,Brute,40,484,105,19,7,9,11,8,6,240,24,00 00 07,8487887effffff08d7,51,bc4004803000,190 1bf 19f 1cd 1a2 17f 191,0000310ec30f2701f40fd70800000000000000000000
0x0a1,161,0x081a07d4,Yaksini,,24,Brute,33,328,78,14,6,8,10,9,5,240,40,00 00 03,8e87442cff33ff08c7,40,bc3502b03c21,1be 188 190 1a4 01b,0000310ec30f2701f40fd70800000000000000000000
0x0a2,162,0x081a0834,Turdak,,24,Brute,28,263,55,14,6,6,9,6,5,240,153,25 00 05,8f2c1c213635ff07b2,64,bc2d02a04012,1a1 17e 1c5 199 188,0000310ec30f6d01f40fd70800000000000000000000
0x0a3,163,0x081a0894,Hannya,,24,Brute,19,135,30,12,5,4,6,8,3,240,19,00 00 09,0d5b8690ff99ff04b5,25,bc1e02604020,1a8 1cd 1a4 1bd,0000310ec30f2701f40fd70800000000000000000000
0x0a4,164,0x081a08f4,Azumi,,24,Brute,13,69,25,8,5,5,5,4,5,240,24,00 00 08,082e5982ffffff00b5,13,bc1504704000,17b 193 1b8,0000310ec30f2701f40fd70800000000000000000000
0x0a5,165,0x081a0954,Ihika,,24,Brute,7,33,13,8,3,4,4,4,3,240,8,11 00 03,82082b80ff349d00ca,222,bc0b04704000,17d 1ab 184,0000760632060500dc0e6a0800000000000000000000
0x0a6,166,0x081a09b4,Rangda,,25,Femme,55,612,253,16,11,17,11,14,7,240,21,0a 04 08,144517684dffff0926,245,ad5e08801820,1c3 1cd 199,00002c0f9b106d01840e240a00000000000000000000
0x0a7,167,0x081a0a14,Volvo,,25,Femme,50,486,225,15,12,16,9,8,8,240,21,22 00 07,1329170719ffff0117,253,ad5508802020,1b5 1c5 1b5,0000c30f810f4601cf071f0100000000000000000000
0x0a8,168,0x081a0a74,Gorgon,,25,Femme,45,423,163,14,11,12,9,12,5,240,25,00 00 07,6e6f415b47ffff01e7,290,ad4d04912820,18d 1c5 18d 1cd,0000310ec30f2701f40fd70800000000000000000000
0x0a9,169,0x081a0ad4,Cailleach Bheare,,25,Femme,38,320,161,9,11,15,10,7,5,240,19,02 00 08,0507471519ff5401d9,209,ad4103804020,184 1c4 17b 19c 1a8 1b2 01b,c301dc0e6a084601cf071f0100000000000000000000
0x0aa,170,0x081a0b34,Arachne,,25,Femme,29,144,78,7,9,8,5,14,4,240,41,00 06 03,7013177225ffff05d8,217,ad310a804021,17b 1c5 18a 1a4 01b,0000310ec30f2701f40fd70800000000000000000000
0x0ab,171,0x081a0b94,Lamia,,25,Femme,24,163,58,11,6,8,6,8,4,240,35,03 00 05,09256c47ffffff04c7,25,ad290a904021,1c3 1b8 17b,00006e0d61084601cf071f0100000000000000000000
0x0ac,172,0x081a0bf4,Hag,,25,Femme,14,67,49,8,5,8,4,5,3,240,3,03 00 08,04052e22ff19ff01c5,289,ad1803912820,1a8 19c 189,00006e0d61084601cf071f0100000000000000000000
0x0ad,173,0x081a0c54,Kamen-Hijiri,,26,Gaean,39,193,76,10,14,13,8,9,4,240,33,22 04 08,160e292affffff03c6,54,190003903030,184 1bb 1cd 1ab 191 1c4,0000c30f810f4601cf071f0100000000000000000000
0x0ae,174,0x081a0cb4,Ashura,,26,Gaean,30,209,77,12,8,8,7,8,6,240,49,0c 01 03,8e7d89ffffff9f08e3,92,190002104030,17b 190 1bf 1c3,0000891061086d019c07540a00000000000000000000
0x0af,175,0x081a0d14,Onmyoji,,26,Gaean,22,111,57,7,8,9,6,5,5,240,33,22 00 0a,8f0a011c19ffff01b5,23,190004704030,183 1cd 1b8 1c1 17f 191,0000c30f810f4601cf071f0100000000000000000000
0x0b0,176,0x081a0d74,Jiraiya,,26,Gaean,15,78,26,7,6,4,6,8,3,240,17,24 04 08,8e888f908cff9710b4,15,19000a604030,191 1c3 17d 1be,0000310ec30f05002c0f9b104601cf071f0100000000
0x0b1,177,0x081a0dd4,Kugutsushi,,26,Gaean,8,22,19,2,6,6,4,4,4,240,17,05 01 05,081625173334ff00b4,9,190009905030,188 189 19d 190,0000320b4e0805004d0a9e0900000000000000000000
0x0b2,178,0x081a0e34,Cthulhu,,27,Vile,67,998,202,22,14,14,15,11,5,10,130,23 0a 08,7217987480ffff0537,298,dd850f013852,188 1a1 17e 1c5 01b,0000c30f810f9c07540a000000000000000000000000
0x0b3,179,0x081a0e94,Pazuzu,,27,Vile,59,800,134,22,9,10,11,17,6,10,138,1b 01 08,0f7b886f21ffff1027,292,dd7b04013852,1aa 193 192,0000dc0e6a08840e240a000000000000000000000000
0x0b4,180,0x081a0ef4,Nyarlathotep,,27,Vile,53,750,161,19,12,13,13,12,4,10,137,26 00 07,0d0f2a986f36600a27,295,dd7102013852,1a4 1bd 1c5 1c3 1a1 1b4 19f,b001c30f810f6d01840e240a00000000000000000000
0x0b5,181,0x081a0f54,Tezcatlipoca,,27,Vile,47,692,123,19,8,12,14,9,5,10,137,16 07 07,847219ff1aff550415,215,dd6208003852,19f 192 184 1a1 1c4 1b6 184,00004d0a9e096d01840e240a00000000000000000000
0x0b6,182,0x081a0fb4,Nalagiri,,27,Vile,41,518,93,18,7,10,11,9,4,10,25,16 00 07,98484d031effff0417,58,dd5308003840,1a3 1c3 187 1c4,00004d0a9e096d01840e240a00000000000000000000
0x0b7,183,0x081a1014,Hraesvelgr,,28,Raptor,48,443,174,15,10,11,10,15,5,10,34,2a 04 05,6d4c7b5bff36ff0ad7,296,bb5608013852,1ae 1c6 192 1b2 1c5 189,0000dc0e6a089c07540a000000000000000000000000
0x0b8,184,0x081a1074,Anzu,,28,Raptor,38,253,114,11,6,10,7,14,5,10,18,19 00 05,687b49ffffff9e0ac7,293,bb4304013843,17b 1cd 193 01b,000076063206840e240a000000000000000000000000
0x0b9,185,0x081a10d4,Gurr,,28,Raptor,26,135,71,7,5,9,6,11,4,10,34,10 00 08,6d487b4d6e2bff09b2,289,bb2c05013852,189 1c5 1c5,00008501cd01b305b406490100000000000000000000
0x0ba,186,0x081a1134,Furiae,,28,Raptor,17,60,44,5,5,8,4,7,4,10,34,10 00 09,157b6d19ffffff06b5,288,bb1b05013861,1ae 1c4 17b 17d,00008501cd01b305b406490100000000000000000000
0x0bb,187,0x081a1194,Chon Chon,,28,Raptor,4,3,8,1,4,5,1,5,3,10,57,14 00 01,6dff27ffff329d0028,217,bb0306002841,19a 1c1 1cd 19a 1c1 1cd,0000760632060500310ec30f46013c0a2a0100000000
0x0bc,188,0x081a11f4,Medusa,,29,Machine,37,470,27,14,8,2,17,10,3,10,144,1e 0c 04,8b86ffffffffff07c2,96,bb00000038b0,1bb 1a0 1bf 01b 18e,00002c0f9b104601cf072a0100000000000000000000
0x0bd,189,0x081a1254,Rabbi,,29,Machine,30,291,34,9,9,5,14,7,3,10,0,1e 00 08,8a1b091718109f04c7,115,bb0000002080,1c3 1ac,00002c0f9b104601cf072a0100000000000000000000
0x0be,190,0x081a12b4,Golem,,29,Machine,26,291,8,14,3,1,14,7,3,10,144,1e 00 07,8a7d4e97ffff9f05b4,115,bb0000004080,18d 01b 1c6 1ba,00002c0f9b104601cf072a0100000000000000000000
0x0bf,191,0x081a1314,Junk,,29,Machine,21,195,18,11,2,6,12,3,2,10,22,20 00 01,894d7fffffffff09b3,118,bb1e000000b2,191 1bd 1cd 188,00006e0d610846013c0a2a0100000000000000000000
0x0c0,192,0x081a1374,Iron Maiden,,29,Machine,8,36,7,5,1,7,6,2,2,10,134,12 00 04,68ff6affffff9d0827,254,bb0f000000b2,17b 17d 17b 1cd 1bb 17d 1a0,cd01310ec30f0500c30fcb1000000000000000000000
0x0c1,193,0x081a13d4,Crazy Dummy,,29,Machine,5,13,5,2,2,7,4,1,2,10,22,12 03 00,82ffffffffffff00ed,229,bb0b000000b1,188 1c6 17d 191 01b 199 1b8,1b00310ec30f0500c30fcb1000000000000000000000
0x0c2,194,0x081a1434,Police,,30,Vaccine,15,68,12,9,6,2,4,5,4,10,16,1f 00 05,891cffffffff600220,255,bb0000000ab0,1b6 1c4 192,00006e0d610846013c0a1f0100000000000000000000
0x0c3,195,0x081a1494,Jaws,,30,Vaccine,10,44,7,7,2,2,5,5,4,10,48,1f 00 09,68497d6affff9f0320,255,bb00000008a0,191 1c1 01b 193,00006e0d610846013c0a1f0100000000000000000000
0x0c4,196,0x081a14f4,Hecatoncheir,,31,Jaki,59,950,56,33,5,5,20,10,5,127,162,0b 09 07,8273847d7effff0c27,290,bd7802013840,1b1 184 1a1 1cd 18a 17d 1c5,0000760632066d019c07540a00000000000000000000
0x0c5,197,0x081a1554,Girimehkala,,31,Jaki,54,736,87,27,8,9,10,10,7,127,2,0a 00 07,404d488effffff0e17,291,1b6d0a013852,187 1c4 1bb 184 1c3,00002c0f9b106d01840e240a00000000000000000000
0x0c6,198,0x081a15b4,Edimmu,,31,Jaki,48,559,89,19,8,11,11,12,4,127,59,1b 00 07,0d140f4dffffff0ae7,297,ba6004013852,181 186 1cd 1ba,0000dc0e6a08840e240a000000000000000000000000
0x0c7,199,0x081a1614,Cyclops,,31,Jaki,40,520,58,20,7,8,13,5,3,127,168,21 00 09,82860b7effff9d08d9,51,cd4e05003840,18e 17d 188 1c7 1b0 192,00006e0d6108840e240a000000000000000000000000
0x0c8,200,0x081a1674,Rakshasa,,31,Jaki,30,281,48,15,5,10,9,6,3,127,40,08 00 05,8c8e4b48ffffff0bc7,32,cb3802004041,1c3 188 190 1bd 01b 18e,0000760632060500dc0e6a084601cf072a0100000000
0x0c9,201,0x081a16d4,Ogre,,31,Jaki,22,167,24,11,4,6,8,4,4,127,8,00 00 09,828649ffffffff08b8,26,bc2604003840,183 01b 185,0000310ec30f2701f40fd70800000000000000000000
0x0ca,202,0x081a1734,Wendigo,,31,Jaki,11,40,16,5,6,7,4,3,2,127,24,2a 00 05,040656ffff32ff05b7,209,bd0e03002841,17f 180 1cd 1a0 17c 18d,0000dc0e6a089c07540a000000000000000000000000
0x0cb,203,0x081a1794,Gremlin,,31,Jaki,6,10,7,2,3,4,2,6,5,127,40,21 00 01,086d27ffffff9e00d7,254,9c0504004842,189 1c6 1ba 1c4 1cd,00006e0d6108840e240a000000000000000000000000
0x0cc,204,0x081a17f4,Behemoth,,32,Wilder,60,999,88,30,8,10,16,9,5,127,138,13 00 03,7f45495830ffff0227,299,b26e02013852,1b2 1ab 1bc 192,0000d50d61086d019c07540a00000000000000000000
0x0cd,205,0x081a1854,Manticore,,32,Wilder,50,739,64,24,8,8,12,12,4,127,18,0c 00 09,7c6b4918ff2dff1017,289,a15a02013852,1b7 1cd 19f 17c 18c 17b,00006e0d61086d019c07540a00000000000000000000
0x0ce,206,0x081a18b4,Scylla,,32,Wilder,45,706,38,20,5,5,16,12,3,127,131,00 08 07,595872ffffffff0227,298,915004013860,192 186 1bf 1c3,0000310ec30f2701f40fd70800000000000000000000
0x0cf,207,0x081a1914,Black Widow,,32,Wilder,31,247,32,17,6,6,4,11,3,127,19,05 00 07,0d2572712c33ff06d8,292,bc3405014060,1af 1c3 19c 188 17f 17d 1a2,7f01320b4e0805004d0a9e0900000000000000000000
0x0d0,208,0x081a1974,Gyu-Ki,,32,Wilder,29,305,33,13,6,7,11,6,2,127,18,00 00 09,867e7d27ffffff05c4,215,9c300a004040,187 1bf 17f 186,0000310ec30f2701f40fd70800000000000000000000
0x0d1,209,0x081a19d4,Nue,,32,Wilder,20,141,18,11,4,5,6,7,3,127,34,00 00 09,6d49886aff2e9e0ac1,232,9c1e0a003843,1a5 181,0000310ec30f2701f40fd70800000000000000000000
0x0d2,210,0x081a1a34,Bicorn,,32,Wilder,15,67,18,5,5,7,5,6,2,127,25,00 00 05,737d25273235ff0cc6,293,9c1408013843,1a9 17d 18c 01b 1cd,0000310ec30f2701f40fd70800000000000000000000
0x0d3,211,0x081a1a94,Garm,,32,Wilder,10,34,11,5,4,5,3,5,3,127,41,00 00 04,68695f24ffffff05c3,192,9c0a02003843,185 1c5 1ba,0000310ec30f2701f40fd70800000000000000000000
0x0d4,212,0x081a1af4,Yggdrasil,,33,Wood,38,496,143,10,10,18,7,6,2,127,49,11 00 05,9818592fffffff00c4,231,9a3a060038b7,17d 189 1a2 1c3 191 1c5,0000760632060500dc0e6a0800000000000000000000
0x0d5,213,0x081a1b54,Alraune,,33,Wood,29,176,96,5,10,15,3,7,4,127,33,17 00 02,13161517ffffff00b5,299,9a2a09014861,17b 1c5 1c3 17f 1a6,00002c0f9b104601cf071f0100000000000000000000
0x0d6,214,0x081a1bb4,Mandrake,,33,Wood,18,114,52,2,8,13,5,3,2,127,33,11 00 02,5b131d3433319f00b5,232,9a160a003841,1b7 1cd 1a2 1c6 17d 188,0000760632060500dc0e6a0800000000000000000000
0x0d7,215,0x081a1c14,Aubrey,,33,Wood,7,29,12,2,4,4,3,3,6,127,17,11 00 07,681f2627ff33ff0026,246,1a03060028b7,183 01b 1a2 1c4 01b,0000760632060500dc0e6a0800000000000000000000
0x0d8,216,0x081a1c74,Corpse,,34,Undead,23,258,26,8,7,9,9,4,2,127,84,16 00 02,5d586affffff9600d6,245,2a4e0a0038a0,18c 01b 1b0 192,00004d0a9e096d01840e240a00000000000000000000
0x0d9,217,0x081a1cd4,Zombie Priest,,34,Undead,19,107,27,3,7,12,5,5,3,127,20,16 00 08,08140a2e19ffff00c8,244,3a0f08003852,197 1cd 1ac 1b0 1c4 01b 192,a1014d0a9e096d01840e240a00000000000000000000
0x0da,218,0x081a1d34,Workaholic,,34,Undead,15,82,13,6,5,3,6,5,5,127,68,14 03 00,82861fffff9a9f04c6,254,2a0c06004090,1c9 01b 184 1b4 1c4 19c 188,0000760632060500310ec30f46013c0a2a0100000000
0x0db,219,0x081a1d94,Bodyconian,,34,Undead,12,71,15,5,5,6,4,3,4,127,36,14 00 07,6e6a445dffff9f00d8,296,3a0a09014891,1b5 1a0 17c 18c 1a4 17b 1cd,0000760632060500310ec30f46013c0a2a0100000000
0x0dc,220,0x081a1df4,Zombie,,34,Undead,5,17,9,2,5,4,3,2,2,127,20,14 02 04,6e9a68ffffff9f0015,1,3a0406003890,197 1cd 1ac,0000760632060500310ec30f46013c0a2a0100000000
0x0dd,221,0x081a1e54,Zombie Dog,,34,Undead,1,6,6,3,2,2,2,3,2,127,36,14 02 04,699affffffff9f0024,189,9901060038b3,197 1cd 1ac 1a2 19c 189,0000760632060500310ec30f46013c0a2a0100000000
0x0de,222,0x081a1eb4,Lucifer,,35,Tyrant,99,999,689,32,19,22,17,20,9,240,138,27 01 00,510305073d3eff1410,255,bbf802003852,1c5 190 1ae 17a 01b,0000320b4e080500310ec30f00000000000000000000
0x0df,223,0x081a1f14,Beelzebub,,35,Tyrant,65,824,332,18,12,17,18,12,8,240,138,22 05 00,104d1a03ffffff0c10,255,bbad04003852,1b2 1c5 195 1af 1af,0000c30f810f4601cf071f0100000000000000000000
0x0e0,224,0x081a1f74,Mara,,35,Tyrant,62,797,283,17,11,15,19,11,6,240,136,22 00 08,0f147a807dffff0217,255,bba503013852,1b7 01b 1c3,0000c30f810f4601cf071f0100000000000000000000
0x0e1,225,0x081a1fd4,Bael,,35,Tyrant,55,621,224,12,12,12,12,12,12,240,131,22 00 08,092c4b430bffff0a10,255,bb9402003852,1a9 181 1c5,0000c30f810f4601cf071f0100000000000000000000
0x0e2,226,0x081a2034,Astaroth,,35,Tyrant,52,567,283,13,15,17,11,11,6,240,131,06 04 08,9250800b17ffff1210,255,bb8c02003851,17b 192 198 1c7 1a1,00002c0f9b104601cf072a0100000000000000000000
0x0e3,227,0x081a2094,Loki,,35,Tyrant,49,710,181,20,9,12,13,10,5,240,136,06 04 0d,8505071715ffff0fd6,63,bb8502003851,1c7 186,00002c0f9b104601cf072a0100000000000000000000
0x0e4,228,0x081a20f4,Hecate,,35,Tyrant,42,326,225,9,14,17,8,9,5,240,133,26 0a 0a,1a2937173fffff06d0,255,bb7309003860,1b1 184 01b 19f,0000c30f810f6d01840e240a00000000000000000000
0x0e5,229,0x081a2154,Tiamat,,36,Drake,51,757,114,26,9,10,10,9,7,240,131,13 09 03,094d59448730ff0517,255,bc8404013860,19f 17c 17b 1b7 19c 1a1,0000d50d61086d019c07540a00000000000000000000
0x0e6,230,0x081a21b4,Kingu,,36,Drake,46,685,93,25,8,9,11,7,6,240,130,13 07 0d,484b7d7e5cffff04d4,231,bc7802003851,186 1cd 189 01b,0000d50d61086d019c07540a00000000000000000000
0x0e7,231,0x081a2214,Nidhoggr,,36,Drake,43,583,74,22,6,8,10,8,7,240,18,13 00 09,694d7d80ffffff05d7,290,bc7108013843,1a4 01b 193 1b4 19c 189,0000d50d61086d019c07540a00000000000000000000
0x0e8,232,0x081a2274,Tarasque,,36,Drake,35,487,48,15,5,6,15,5,6,240,18,13 00 09,696e484dffffff01c7,38,bc5e02004040,198 1c3 192 188,0000d50d61086d019c07540a00000000000000000000
0x0e9,233,0x081a22d4,Wyvern,,36,Drake,28,221,32,11,4,5,7,12,5,240,50,13 00 09,68884bffffffff07b7,293,bd4d050120b8,1c9 17d 1a9 01b 1cd,0000d50d61086d019c07540a00000000000000000000
0x0ea,234,0x081a2334,Worm,,36,Drake,16,102,16,10,3,4,5,4,5,240,18,00 00 02,7d1e25ffffffff02b5,19,bd35050028b8,1c9 01b 1ba,0000310ec30f2701f40fd70800000000000000000000
0x0eb,235,0x081a2394,Vetara,,37,Haunt,44,299,147,11,11,15,7,11,5,240,57,17 00 03,5d15ff1dffff5502d7,213,ba6c080038a0,1ce 180 01b 198 1c3,00002c0f9b104601cf071f0100000000000000000000
0x0ec,236,0x081a23f4,Yaka,,37,Haunt,32,134,77,9,5,12,3,13,5,240,89,05 00 08,685d691d1e1f6d04c5,41,ba4b08003042,1be 184 01b,0000320b4e0805004d0a9e0900000000000000000000
0x0ed,237,0x081a2454,Man Eater,,37,Haunt,25,150,43,10,8,6,6,6,5,240,36,16 00 08,6e5d446affff5400c7,294,ba370a013891,1b7 1cd 17d 01b 198 01b,00004d0a9e096d01840e240a00000000000000000000
0x0ee,238,0x081a24b4,Ghoulette,,37,Haunt,16,66,25,7,5,6,4,7,2,240,36,14 00 07,685d6fffff2cff03d9,291,b91e0a014091,189 01b 1c3 01b,0000760632060500310ec30f46013c0a2a0100000000
0x0ef,239,0x081a2514,Ghoul,,37,Haunt,14,53,21,6,4,6,4,6,3,240,52,14 00 04,686d5dffff2cff04d8,254,b9180a004090,189 01b 1c5,0000760632060500310ec30f46013c0a2a0100000000
0x0f0,240,0x081a2574,Preta,,37,Haunt,3,6,6,2,3,4,3,4,2,240,36,14 00 00,686d5dffffff9f0027,254,a901080030a3,185 186,0000760632060500310ec30f46013c0a2a0100000000
